12.804000000,-1.590196422,-0.587489118,154.421058649,-0.022941004,0.011567208,-1.000970364,0.015580106,-0.003298764,0.003196273
12.806000000,-1.592208779,-0.585955542,154.420457626,-0.030452479,0.008672610,-1.000032306,-0.005026186,-0.001403950,0.007211625
12.808000000,-1.590245987,-0.586474694,154.420702735,-0.024099849,0.011967365,-0.997628212,-0.002110335,0.001021989,-0.001114707
12.810000000,-1.591572421,-0.587946494,154.423064319,-0.033791959,0.011360102,-0.998539746,-0.002803137,0.012862178,0.006014489
12.812000000,-1.590343212,-0.587776098,154.424075181,-0.028378915,0.010859955,-1.000128150,-0.003334584,0.008942449,0.003024505
12.814000000,-1.588787385,-0.589054199,154.423784205,-0.025212174,0.012096461,-0.995864987,-0.008166276,-0.002891193,0.001085231
12.816000000,-1.589046444,-0.589200668,154.425350692,-0.027773481,0.012324626,-0.998589933,0.002960961,-0.000033880,-0.000863722
12.818000000,-1.592071690,-0.590372352,154.430714132,-0.035526451,0.011832546,-0.999094188,0.003509511,0.005191074,0.014139214
12.820000000,-1.588668460,-0.591847459,154.430975385,-0.020333337,0.014355280,-1.001567960,-0.000726063,0.008008436,0.000287415
12.822000000,-1.589197246,-0.591523326,154.431009219,-0.029296713,0.010353273,-1.002675414,0.000720827,0.004020494,-0.001141541
12.824000000,-1.586270742,-0.591517141,154.427033313,-0.021606933,0.010725133,-1.000684857,0.006092876,0.015315848,-0.012801590
12.826000000,-1.587926197,-0.591156993,154.429246690,-0.034026299,0.011484651,-0.997606456,0.011713549,0.002543690,-0.002510515
12.828000000,-1.590053715,-0.590261989,154.432782270,-0.032425523,0.012108400,-0.995546758,0.006083360,-0.007880820,0.004854567
12.830000000,-1.588500826,-0.590206837,154.429324944,-0.023155298,0.009417512,-0.996724188,-0.011150979,0.003187577,0.000662373
12.832000000,-1.589796248,-0.589560793,154.429117702,-0.031915985,0.008542470,-1.001462579,-0.005662596,-0.000049349,0.005640366
12.834000000,-1.590811776,-0.588446370,154.427608557,-0.029297417,0.007706934,-0.999763608,0.013262292,-0.010571590,0.006095692
12.836000000,-1.587175458,-0.587851926,154.422531898,-0.017033566,0.010495814,-0.998195946,0.008978490,0.000381321,-0.010069035
12.838000000,-1.588626838,-0.586240478,154.421355947,-0.030581355,0.008181007,-1.000532866,0.006727322,-0.006839271,-0.004594530
12.840000000,-1.589856335,-0.585895147,154.421407056,-0.031552475,0.009760506,-1.001203775,-0.000929039,0.012982672,-0.002010709
12.842000000,-1.591174737,-0.586805476,154.423213870,-0.032038942,0.010974336,-1.000976682,-0.002493734,-0.013326601,0.002074636
12.844000000,-1.593755604,-0.586487131,154.425253574,-0.032714121,0.010486347,-1.000199795,0.007179456,-0.011767733,0.012867426
12.846000000,-1.590299192,-0.586520047,154.420727257,-0.018491516,0.009897082,-0.998019814,-0.004862446,0.002287731,-0.003816270
12.848000000,-1.590504468,-0.585027850,154.416820005,-0.028464548,0.007825509,-0.999216795,0.005189953,-0.004080332,-0.000871451
12.850000000,-1.591770703,-0.584785184,154.417045249,-0.029762134,0.009410036,-0.999053955,-0.002959169,-0.007534056,0.001060405
12.852000000,-1.593867279,-0.584096267,154.415379101,-0.029541684,0.009038404,-0.999451697,0.008320504,-0.006610427,0.004977262
12.854000000,-1.593548572,-0.584496912,154.417256954,-0.028716350,0.011235331,-0.996065319,-0.003284635,0.016114272,0.015874838
12.856000000,-1.590777876,-0.584898014,154.414453113,-0.021520816,0.009617373,-1.001710057,0.001262909,0.004264652,0.008148706
12.858000000,-1.590779227,-0.583201627,154.414517365,-0.030429963,0.008063011,-0.999597907,0.001029186,0.009027985,0.016006704
12.860000000,-1.585744661,-0.583007843,154.410265202,-0.017896859,0.009870892,-1.000037193,0.001869568,0.000699566,0.003002140
12.862000000,-1.585001637,-0.583849980,154.412488374,-0.026678588,0.013147298,-1.000613689,-0.006741295,0.010379915,0.003759309
12.864000000,-1.584486709,-0.581939501,154.408545568,-0.026321230,0.007076987,-1.001984239,0.011183564,-0.008641134,0.000669796
12.866000000,-1.583332586,-0.581159260,154.403708706,-0.023192791,0.009264566,-1.001396298,-0.005296794,-0.009777352,-0.008358225
12.868000000,-1.586086378,-0.583162673,154.407233726,-0.032305978,0.012467870,-0.995696068,-0.006386603,0.002582682,0.000486618
12.870000000,-1.588077419,-0.583678456,154.410623958,-0.031890802,0.012427423,-1.001231194,0.002336565,-0.010998067,0.004320978
12.872000000,-1.588373705,-0.584183023,154.411991783,-0.028371476,0.011710229,-0.998760045,0.007516023,0.017770946,0.007208589
12.874000000,-1.587232173,-0.584672618,154.413826362,-0.026538722,0.012710171,-0.996381581,-0.005475558,-0.001769152,0.001350688
12.876000000,-1.587732983,-0.584895648,154.412142616,-0.025144124,0.010348478,-1.001916170,0.008879224,-0.007378211,-0.002034843
12.878000000,-1.586793112,-0.583683713,154.411963530,-0.025857450,0.012079057,-0.999292850,0.013615367,0.003205268,-0.009535554
12.880000000,-1.587190361,-0.584427717,154.416297366,-0.031363968,0.014142328,-0.997590721,0.006013115,0.010075141,0.001373544
12.882000000,-1.587712393,-0.585579283,154.420580751,-0.030114044,0.012936450,-0.997302473,-0.004107833,0.014408256,0.007305301
12.884000000,-1.587755698,-0.585070391,154.419781626,-0.028049415,0.009661100,-0.997968137,0.002097256,-0.007181963,0.006313878
12.886000000,-1.587943576,-0.584782448,154.420651167,-0.027195299,0.011352394,-0.998825610,0.015590350,0.005046941,0.003176098
12.888000000,-1.584721231,-0.584123155,154.415415994,-0.020383246,0.009272280,-0.999746561,-0.006759437,-0.000148450,-0.007801585
12.890000000,-1.586459653,-0.584047738,154.415441299,-0.032455616,0.009262111,-1.001528621,0.003192747,-0.001015607,0.002426882
12.892000000,-1.585726259,-0.583583440,154.414253579,-0.027408415,0.010255156,-0.999543548,0.000587980,0.003426509,-0.000568286
12.894000000,-1.589142068,-0.583520379,154.417629262,-0.034587551,0.010978309,-0.999810159,-0.001763355,0.003867756,0.012037084
12.896000000,-1.586343339,-0.583538669,154.415537449,-0.022163240,0.010748516,-0.997779429,0.012889272,0.004228729,0.002481770
12.898000000,-1.585150669,-0.582104916,154.412616682,-0.026701124,0.008673319,-0.999799490,-0.002527666,0.008474648,-0.000272224
12.900000000,-1.585313788,-0.582088403,154.409498041,-0.026833689,0.008323899,-0.997982800,-0.011233236,-0.005634834,-0.002030134
12.902000000,-1.580893106,-0.583035952,154.405920186,-0.019208401,0.011471904,-0.997817039,0.007384667,0.026323769,-0.015273689
12.904000000,-1.581071258,-0.583396414,154.407735708,-0.031779703,0.012186292,-1.000309706,0.002024723,-0.002223467,-0.008003951
12.906000000,-1.582827061,-0.582738248,154.407941177,-0.033078313,0.009265267,-1.001163721,0.016630575,-0.002021597,0.003471987
12.908000000,-1.581477295,-0.581743429,154.405558304,-0.022772085,0.011450745,-1.000819087,0.010734642,-0.003968312,-0.005348015
12.910000000,-1.580629036,-0.580297060,154.400727807,-0.026267450,0.007808906,-1.000479698,-0.009036607,-0.001427232,-0.003632558
